index,airline_name,overall_rating,review_date,verified,type_of_traveller,seat_type,date_flown,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,value_for_money,recommended,year
11041,Hong Kong Airlines,1,4th February 2018,True,Solo Leisure,Economy Class,February 2018,1,1,1,1,3,False,2018
11042,Hong Kong Airlines,1,14th January 2018,True,Couple Leisure,Economy Class,January 2018,4,5,5,5,5,True,2018
11043,Hong Kong Airlines,2,19th December 2017,True,Solo Leisure,Economy Class,December 2017,3,2,2,2,1,False,2017
11044,Hong Kong Airlines,3,28th November 2017,True,Family Leisure,Economy Class,November 2017,3,3,2,3,3,False,2017
11045,Hong Kong Airlines,3,24th October 2017,False,Business,Business Class,October 2017,4,5,2,1,3,True,2017
11046,Hong Kong Airlines,1,24th October 2017,False,Couple Leisure,Economy Class,October 2017,5,5,4,5,4,True,2017
11047,Hong Kong Airlines,2,29th August 2017,False,Family Leisure,Economy Class,August 2017,3,3,3,2,3,False,2017
11048,Hong Kong Airlines,1,1st August 2017,False,Solo Leisure,Economy Class,July 2017,1,3,3,1,1,False,2017
11049,Hong Kong Airlines,3,3rd July 2017,False,Couple Leisure,Economy Class,July 2017,3,3,3,1,2,False,2017
11050,Hong Kong Airlines,3,3rd June 2017,False,Couple Leisure,Economy Class,June 2017,3,3,1,1,3,False,2017
11051,Hong Kong Airlines,5,27th April 2017,False,Couple Leisure,Business Class,April 2017,3,5,4,2,5,False,2017
11052,Hong Kong Airlines,5,24th April 2017,False,Family Leisure,Economy Class,December 2016,3,3,3,1,4,True,2016
11053,Hong Kong Airlines,9,22nd February 2017,False,Family Leisure,Economy Class,February 2017,5,5,4,5,4,True,2017
11054,Hong Kong Airlines,8,3rd February 2017,False,Family Leisure,Economy Class,January 2017,4,2,3,5,5,True,2017
11055,Hong Kong Airlines,7,17th January 2017,False,Family Leisure,Business Class,January 2017,2,4,4,2,2,True,2017
11056,Hong Kong Airlines,6,9th January 2017,False,Solo Leisure,Economy Class,January 2017,3,4,3,4,5,True,2017
11057,Hong Kong Airlines,7,23rd November 2016,False,Couple Leisure,Economy Class,November 2016,4,4,4,1,5,True,2016
11058,Hong Kong Airlines,9,22nd November 2016,False,Solo Leisure,Business Class,November 2016,4,4,3,4,4,True,2016
11059,Hong Kong Airlines,4,24th October 2016,False,Business,Business Class,October 2016,3,4,4,1,2,False,2016
11060,Hong Kong Airlines,1,27th September 2016,False,Couple Leisure,Economy Class,September 2016,3,1,1,1,4,False,2016
11061,Hong Kong Airlines,1,26th September 2016,False,Couple Leisure,Economy Class,September 2016,2,1,2,1,2,False,2016
11062,Hong Kong Airlines,1,18th July 2016,False,Business,Business Class,July 2016,4,5,4,5,5,True,2016
11063,Hong Kong Airlines,9,18th July 2016,False,Business,Business Class,July 2016,4,5,4,5,5,True,2016
11064,Hong Kong Airlines,9,4th June 2016,False,Couple Leisure,Business Class,May 2016,4,5,5,3,5,True,2016
11065,Hong Kong Airlines,8,19th May 2016,False,Solo Leisure,Business Class,May 2016,3,5,3,5,5,True,2016
11066,Hong Kong Airlines,1,9th May 2016,False,Family Leisure,Economy Class,February 2016,5,5,5,4,5,True,2016
11067,Hong Kong Airlines,8,21st April 2016,False,Family Leisure,Economy Class,April 2016,3,4,3,3,4,True,2016
11068,Hong Kong Airlines,9,9th April 2016,False,Solo Leisure,Economy Class,February 2016,5,4,4,5,5,True,2016
11069,Hong Kong Airlines,7,26th March 2016,False,Solo Leisure,Economy Class,March 2016,3,4,4,4,3,True,2016
11070,Hong Kong Airlines,2,7th February 2016,False,Couple Leisure,Economy Class,February 2016,3,3,2,1,1,False,2016
11071,Hong Kong Airlines,9,3rd February 2016,False,Solo Leisure,Business Class,January 2016,3,4,3,4,5,True,2016
11072,Hong Kong Airlines,5,30th January 2016,False,Couple Leisure,Economy Class,January 2016,3,2,2,4,4,False,2016
11073,Hong Kong Airlines,9,30th January 2016,False,Solo Leisure,Business Class,January 2016,5,5,4,5,5,True,2016
11074,Hong Kong Airlines,9,25th January 2016,False,Solo Leisure,Business Class,January 2016,4,4,3,4,4,True,2016
11075,Hong Kong Airlines,9,6th January 2016,False,Couple Leisure,Business Class,January 2016,4,4,3,4,4,True,2016
11076,Hong Kong Airlines,8,7th November 2015,False,Solo Leisure,Economy Class,October 2015,4,5,4,3,5,True,2015
11077,Hong Kong Airlines,6,6th November 2015,False,Couple Leisure,Business Class,June 2015,5,2,4,1,5,True,2015
11078,Hong Kong Airlines,8,13th September 2015,False,Solo Leisure,Business Class,July 2015,4,4,4,4,4,True,2015
11079,Hong Kong Airlines,8,3rd September 2015,False,Couple Leisure,Economy Class,August 2015,3,5,3,5,5,True,2015
11080,Hong Kong Airlines,7,1st September 2015,False,Family Leisure,Economy Class,August 2015,4,5,4,4,5,True,2015
11081,Hong Kong Airlines,4,26th August 2015,False,Solo Leisure,Economy Class,August 2015,4,3,1,2,3,False,2015
11082,Hong Kong Airlines,8,4th July 2015,False,Couple Leisure,Economy Class,July 2015,3,4,4,4,4,True,2015
11083,Hong Kong Airlines,8,30th June 2015,False,Solo Leisure,Business Class,May 2015,4,4,4,4,5,True,2015
11093,HOP!,8,10th September 2018,True,Solo Leisure,Economy Class,September 2018,4,5,4,5,5,True,2018
11095,HOP!,7,2nd November 2017,False,Business,Economy Class,October 2017,4,5,3,4,3,True,2017
11096,HOP!,3,3rd August 2017,False,Business,Business Class,July 2017,1,5,3,2,2,False,2017
11097,HOP!,1,1st March 2017,False,Business,Economy Class,February 2017,1,4,3,1,1,False,2017
11098,HOP!,8,4th January 2017,False,Couple Leisure,Economy Class,December 2016,5,4,4,5,5,True,2016
11099,HOP!,1,14th October 2016,False,Solo Leisure,Economy Class,September 2016,5,5,5,3,5,True,2016
11100,HOP!,8,4th September 2016,False,Couple Leisure,Economy Class,July 2016,3,3,3,4,4,True,2016
11101,HOP!,7,22nd August 2016,False,Solo Leisure,Economy Class,July 2016,4,4,3,2,3,True,2016
11102,HOP!,7,20th August 2016,False,Solo Leisure,Economy Class,July 2016,4,5,3,2,1,False,2016
11103,HOP!,7,30th March 2016,False,Couple Leisure,Economy Class,March 2016,3,5,3,4,4,True,2016
11104,HOP!,9,3rd January 2016,False,Solo Leisure,Economy Class,December 2015,3,5,5,5,5,True,2015
11105,HOP!,1,7th July 2015,False,Solo Leisure,Economy Class,July 2015,1,3,1,1,1,False,2015
11106,Horizon Air,2,27th February 2021,True,Family Leisure,Economy Class,February 2021,1,1,1,1,2,False,2021
11107,Horizon Air,1,12th April 2020,False,Business,First Class,January 2020,5,5,5,5,5,True,2020
11108,Horizon Air,2,29th October 2019,False,Business,Economy Class,October 2019,1,1,1,1,1,False,2019
11109,Horizon Air,4,28th October 2019,True,Solo Leisure,Economy Class,October 2019,2,4,1,4,2,False,2019
11110,Horizon Air,1,9th June 2019,False,Solo Leisure,Economy Class,June 2019,4,5,1,5,5,True,2019
11111,Horizon Air,8,2nd January 2016,False,Solo Leisure,Economy Class,November 2015,2,4,3,4,4,True,2015
11112,Horizon Air,8,23rd September 2015,False,Solo Leisure,Economy Class,September 2015,3,5,4,4,4,True,2015
11131,Hunnu Air,9,29th August 2019,True,Family Leisure,Economy Class,July 2019,5,5,4,4,4,True,2019
11132,Iberia,2,26th July 2023,True,Solo Leisure,Economy Class,July 2023,3,4,4,1,2,False,2023
11133,Iberia,1,21st July 2023,True,Couple Leisure,Economy Class,July 2023,1,1,1,1,1,False,2023
11134,Iberia,1,12th July 2023,True,Couple Leisure,Economy Class,July 2023,3,1,1,1,1,False,2023
11135,Iberia,3,9th July 2023,True,Family Leisure,Economy Class,June 2023,3,3,1,2,2,False,2023
11136,Iberia,1,7th July 2023,True,Couple Leisure,Economy Class,May 2023,1,2,2,2,1,False,2023
11137,Iberia,1,20th June 2023,True,Family Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
11138,Iberia,1,19th June 2023,True,Couple Leisure,Economy Class,June 2023,1,1,1,1,1,False,2023
11140,Iberia,1,9th June 2023,True,Family Leisure,Economy Class,June 2023,2,3,1,1,1,False,2023
11143,Iberia,1,13th May 2023,True,Business,Economy Class,May 2023,5,5,1,5,5,True,2023
11144,Iberia,8,10th May 2023,True,Business,Economy Class,April 2023,4,4,3,4,4,True,2023
11146,Iberia,3,4th May 2023,True,Couple Leisure,Business Class,February 2023,2,2,1,1,1,False,2023
11147,Iberia,3,30th April 2023,True,Solo Leisure,Economy Class,April 2023,1,3,1,3,1,False,2023
11148,Iberia,5,27th April 2023,False,Solo Leisure,Economy Class,April 2023,4,4,4,5,3,False,2023
11149,Iberia,2,25th April 2023,True,Business,Economy Class,April 2023,1,2,1,3,2,False,2023
11150,Iberia,5,11th April 2023,True,Couple Leisure,Economy Class,April 2023,3,4,1,4,4,False,2023
11151,Iberia,3,6th April 2023,False,Family Leisure,Economy Class,April 2023,5,2,2,2,3,False,2023
11152,Iberia,2,26th March 2023,True,Solo Leisure,Economy Class,March 2023,3,2,1,1,1,False,2023
11153,Iberia,9,25th March 2023,True,Solo Leisure,Business Class,March 2023,4,5,3,4,5,True,2023
11154,Iberia,1,11th March 2023,False,Solo Leisure,Economy Class,March 2023,1,1,4,1,1,False,2023
11155,Iberia,3,3rd March 2023,True,Solo Leisure,Premium Economy,February 2023,2,2,1,2,1,False,2023
11156,Iberia,3,3rd March 2023,True,Solo Leisure,Premium Economy,February 2023,2,2,1,1,1,False,2023
11157,Iberia,4,28th February 2023,True,Family Leisure,Business Class,February 2023,2,4,3,2,3,False,2023
11158,Iberia,3,24th February 2023,True,Business,Economy Class,February 2023,3,3,1,2,3,False,2023
11159,Iberia,1,23rd February 2023,False,Couple Leisure,Economy Class,February 2023,1,1,1,1,1,False,2023
11162,Iberia,6,20th January 2023,True,Business,Economy Class,January 2023,2,3,4,3,3,True,2023
11163,Iberia,1,13th January 2023,False,Business,Economy Class,July 2022,2,2,1,1,1,False,2022
11164,Iberia,7,4th January 2023,False,Family Leisure,Business Class,December 2022,5,5,5,3,4,True,2022
11165,Iberia,3,27th November 2022,True,Couple Leisure,Economy Class,November 2022,2,1,2,2,2,False,2022
11166,Iberia,3,26th November 2022,False,Family Leisure,Economy Class,November 2022,1,4,5,3,3,False,2022
11167,Iberia,9,14th November 2022,True,Business,Economy Class,October 2022,4,3,1,3,5,True,2022
11168,Iberia,9,14th November 2022,True,Business,Economy Class,September 2022,5,4,1,5,5,True,2022
11169,Iberia,1,1st November 2022,True,Family Leisure,Economy Class,November 2022,1,1,1,1,1,False,2022
11170,Iberia,4,24th October 2022,True,Business,Economy Class,October 2022,4,5,1,4,3,False,2022
11171,Iberia,2,20th October 2022,True,Couple Leisure,Economy Class,September 2022,3,4,3,1,4,False,2022
11172,Iberia,4,20th October 2022,True,Solo Leisure,Business Class,October 2022,3,3,4,5,4,False,2022
11173,Iberia,1,11th October 2022,False,Solo Leisure,Economy Class,October 2022,1,1,1,1,1,False,2022
11174,Iberia,2,11th October 2022,False,Solo Leisure,Economy Class,September 2022,1,1,3,1,1,False,2022
11175,Iberia,1,11th October 2022,True,Couple Leisure,Economy Class,October 2022,1,1,1,1,1,False,2022
11176,Iberia,1,5th October 2022,True,Solo Leisure,Premium Economy,October 2022,3,2,2,1,1,False,2022
11177,Iberia,1,25th September 2022,True,Couple Leisure,Economy Class,September 2022,1,3,4,1,1,False,2022
11178,Iberia,7,11th September 2022,True,Family Leisure,Economy Class,August 2022,3,2,1,4,4,True,2022
11180,Iberia,2,28th August 2022,True,Family Leisure,Economy Class,August 2022,1,1,1,1,1,False,2022
11181,Iberia,1,22nd August 2022,True,Couple Leisure,Economy Class,August 2022,1,1,1,1,1,False,2022
11182,Iberia,1,16th August 2022,True,Couple Leisure,Economy Class,August 2022,1,1,2,1,1,False,2022
11183,Iberia,1,8th August 2022,True,Family Leisure,Business Class,August 2022,4,2,3,1,1,False,2022
11184,Iberia,1,1st August 2022,False,Couple Leisure,Economy Class,August 2022,1,1,1,1,1,False,2022
11185,Iberia,3,30th July 2022,True,Family Leisure,Economy Class,July 2022,1,1,1,3,2,False,2022
11187,Iberia,6,16th July 2022,True,Business,Economy Class,May 2022,3,4,2,3,3,False,2022
11188,Iberia,1,13th July 2022,False,Couple Leisure,Economy Class,July 2022,1,1,1,1,1,False,2022
11189,Iberia,9,12th July 2022,True,Solo Leisure,Business Class,July 2022,5,5,4,5,5,True,2022
11190,Iberia,2,9th July 2022,True,Business,Economy Class,July 2022,3,3,1,2,1,False,2022
11191,Iberia,3,8th July 2022,True,Business,Economy Class,July 2022,2,3,2,2,2,False,2022
11192,Iberia,1,6th July 2022,True,Family Leisure,Economy Class,July 2022,1,2,2,1,2,False,2022
11193,Iberia,1,29th June 2022,True,Couple Leisure,Economy Class,June 2022,1,2,2,2,1,False,2022
11194,Iberia,1,25th June 2022,False,Couple Leisure,Economy Class,July 2021,2,1,1,2,2,False,2021
11196,Iberia,2,22nd June 2022,True,Solo Leisure,Business Class,June 2022,4,3,2,4,2,False,2022
11197,Iberia,3,22nd June 2022,True,Solo Leisure,Economy Class,May 2022,1,2,3,1,2,False,2022
11198,Iberia,4,21st June 2022,False,Family Leisure,Economy Class,June 2022,2,3,1,1,2,False,2022
11199,Iberia,8,20th June 2022,True,Business,Business Class,June 2022,5,4,4,4,5,True,2022
11200,Iberia,1,16th June 2022,True,Solo Leisure,Economy Class,June 2022,3,4,1,1,4,False,2022
11201,Iberia,2,15th June 2022,False,Couple Leisure,Premium Economy,June 2022,2,5,2,1,2,False,2022
11202,Iberia,3,14th June 2022,False,Couple Leisure,Economy Class,June 2022,1,1,2,1,2,False,2022
11203,Iberia,1,13th June 2022,False,Solo Leisure,Economy Class,February 2022,4,4,4,1,1,False,2022
11204,Iberia,1,12th June 2022,True,Solo Leisure,Economy Class,June 2022,3,1,2,1,1,False,2022
11205,Iberia,2,25th May 2022,True,Couple Leisure,Economy Class,May 2022,1,1,1,1,1,False,2022
11206,Iberia,5,22nd May 2022,False,Business,Business Class,May 2022,2,3,2,1,2,False,2022
11207,Iberia,2,21st May 2022,True,Business,Business Class,May 2022,2,1,1,3,1,False,2022
11208,Iberia,1,30th April 2022,True,Solo Leisure,Economy Class,April 2022,1,1,1,1,1,False,2022
11209,Iberia,1,28th April 2022,True,Couple Leisure,Business Class,April 2022,1,1,1,4,1,False,2022
11210,Iberia,1,8th April 2022,True,Business,Business Class,March 2022,2,2,1,1,2,False,2022
11211,Iberia,1,7th April 2022,True,Couple Leisure,Economy Class,April 2022,1,1,1,1,1,False,2022
11213,Iberia,1,28th March 2022,False,Solo Leisure,Economy Class,March 2022,1,1,1,1,2,False,2022
11214,Iberia,1,27th March 2022,True,Solo Leisure,Economy Class,March 2022,1,2,2,3,2,False,2022
11215,Iberia,1,17th March 2022,True,Business,Economy Class,March 2022,1,1,1,1,1,False,2022
11216,Iberia,1,9th March 2022,False,Business,Business Class,February 2022,2,5,4,1,1,False,2022
11217,Iberia,2,3rd March 2022,True,Solo Leisure,Economy Class,March 2022,3,3,1,1,1,False,2022
11218,Iberia,2,2nd March 2022,False,Business,Economy Class,March 2022,2,1,1,3,2,False,2022
11219,Iberia,1,1st January 2022,False,Couple Leisure,Economy Class,August 2021,3,3,2,2,3,False,2021
11221,Iberia,8,20th December 2021,True,Couple Leisure,Business Class,December 2021,2,5,4,4,5,True,2021
11223,Iberia,1,15th December 2021,True,Solo Leisure,Economy Class,December 2021,1,2,1,1,1,False,2021
11224,Iberia,4,28th November 2021,True,Solo Leisure,Business Class,November 2021,3,2,2,5,4,False,2021
11225,Iberia,1,18th November 2021,False,Couple Leisure,Economy Class,November 2021,1,1,1,1,1,False,2021
11226,Iberia,4,14th November 2021,True,Couple Leisure,Economy Class,November 2021,5,1,3,3,2,False,2021
11227,Iberia,9,7th November 2021,True,Solo Leisure,Business Class,November 2021,4,4,5,4,5,True,2021
11228,Iberia,2,2nd November 2021,False,Solo Leisure,Economy Class,November 2021,4,4,3,1,1,False,2021
11229,Iberia,3,28th October 2021,False,Couple Leisure,Premium Economy,October 2021,3,1,1,1,3,False,2021
11230,Iberia,1,22nd October 2021,True,Couple Leisure,Economy Class,September 2021,3,2,1,4,1,False,2021
11231,Iberia,1,22nd October 2021,True,Business,Business Class,September 2021,1,1,1,1,1,False,2021
11232,Iberia Express,2,14th May 2023,True,Couple Leisure,Economy Class,May 2023,1,2,1,3,2,False,2023
11233,Iberia Express,8,2nd May 2023,True,Couple Leisure,Business Class,April 2023,4,5,5,4,5,True,2023
11234,Iberia Express,1,1st May 2023,False,Solo Leisure,Economy Class,May 2023,1,2,1,1,1,False,2023
11236,Iberia Express,1,14th April 2023,True,Solo Leisure,Economy Class,March 2023,1,1,1,1,1,False,2023
11237,Iberia Express,2,11th December 2022,True,Solo Leisure,Economy Class,December 2022,1,2,1,1,2,False,2022
11238,Iberia Express,1,16th September 2022,True,Family Leisure,Economy Class,September 2022,1,1,1,1,1,False,2022
11239,Iberia Express,2,23rd August 2022,True,Couple Leisure,Economy Class,August 2022,1,1,1,2,2,False,2022
11240,Iberia Express,1,21st May 2022,True,Business,Business Class,May 2022,2,1,1,1,1,False,2022
11241,Iberia Express,1,11th April 2022,False,Family Leisure,Economy Class,April 2022,1,1,1,1,1,False,2022
11242,Iberia Express,3,2nd April 2022,False,Solo Leisure,Economy Class,April 2022,2,3,2,1,2,False,2022
11243,Iberia Express,8,25th January 2022,True,Solo Leisure,Business Class,January 2022,3,5,5,4,5,True,2022
11244,Iberia Express,1,12th November 2021,True,Solo Leisure,Economy Class,November 2021,1,2,1,1,1,False,2021
11245,Iberia Express,8,1st September 2021,True,Couple Leisure,Economy Class,August 2021,3,3,1,4,5,True,2021
11247,Iberia Express,7,29th July 2021,False,Couple Leisure,Business Class,July 2021,3,4,4,4,5,True,2021
11248,Iberia Express,1,25th July 2021,False,Solo Leisure,Economy Class,July 2021,1,1,1,1,1,False,2021
11249,Iberia Express,1,9th May 2021,False,Solo Leisure,Economy Class,June 2020,1,1,1,1,1,False,2020
11251,Iberia Express,8,16th February 2020,True,Couple Leisure,Economy Class,February 2020,3,4,3,5,4,True,2020
11252,Iberia Express,4,13th February 2020,True,Couple Leisure,Economy Class,January 2020,2,2,1,1,1,False,2020
11253,Iberia Express,1,19th November 2019,True,Business,Economy Class,November 2019,1,2,1,1,1,False,2019
11254,Iberia Express,3,11th November 2019,True,Business,Business Class,November 2019,2,2,1,3,2,False,2019
11255,Iberia Express,4,14th September 2019,True,Solo Leisure,Economy Class,July 2019,2,3,1,3,3,False,2019
11256,Iberia Express,6,14th September 2019,True,Solo Leisure,Economy Class,August 2019,2,2,1,1,3,False,2019
11258,Iberia Express,1,13th August 2019,True,Couple Leisure,Economy Class,June 2019,1,1,1,1,1,False,2019
11259,Iberia Express,1,6th August 2019,True,Business,Economy Class,August 2019,1,1,1,1,1,False,2019
11260,Iberia Express,1,19th July 2019,True,Solo Leisure,Economy Class,July 2019,3,2,1,1,1,False,2019
11261,Iberia Express,4,30th April 2019,True,Couple Leisure,Economy Class,April 2019,2,2,1,2,2,False,2019
11262,Iberia Express,1,26th February 2019,True,Solo Leisure,Economy Class,February 2019,1,1,1,1,1,False,2019
11263,Iberia Express,4,4th December 2018,True,Couple Leisure,Economy Class,December 2018,2,5,4,1,2,False,2018
11264,Iberia Express,1,3rd December 2018,False,Business,Economy Class,November 2018,1,3,1,3,1,False,2018
11265,Iberia Express,2,30th October 2018,True,Solo Leisure,Economy Class,October 2018,3,2,1,1,1,False,2018
11266,Iberia Express,1,29th September 2018,True,Business,Economy Class,June 2018,3,3,1,3,1,False,2018
11267,Iberia Express,1,24th August 2018,True,Couple Leisure,Economy Class,May 2018,1,1,1,1,1,False,2018
